dose
50 MG/ML
5 %
100 MG
25 MG
7.5 %
2-2.5-5/.5
2-2.5-5/.5
100MG/10ML
0.1 %
0.3 %
0.1 %
0.3 %
0.1 %
0.1 %
0.1 %
0.1 %-2.5%
0.3 %-2.5%
150 MG/ML
50 MG
20 MG
5 MG
10 MG
2.5 MG
200 MG
20 MG
30 MG
10 MG
15 MG
5 MG
7.5 MG
12.5 MG
20 MG
30 MG
15 MG
10 MG
25 MG
5 MG
100 MG
10 MG
1.5 MG
0.5 MG
1 MG
2 MG
2.5 MG
3 MG/ML
3 MG/ML
37.5 MG
15 MG
37.5 MG
30 MG
5 MG/24 HR
10 MG/24HR
100-10-5MG
100/ML
100/ML
1 MG/ML(1)
1 MG/ML
1 MG/ML
10 MG
50 MG
2 MG/ML
10 MG/5 ML
50 MG/25ML
20 MG/10ML
2.5 G/50ML
170 MG/1.7
300MG/3ML
81 MG
325 MG
650 MG
500 MG
100-5 MG/5
ADULT
81 MG
100-10-5MG
100 MG/5ML
100-10MG/5
100-10MG/5
100-10MG/5
400MG-20MG
100-10-5MG
100 MG/5ML
100-10MG/5
100-10MG/5
400MG-20MG
200-10MG/5
100-10MG/5
250-50 MCG
100-50 MCG
500-50 MCG
115-21MCG
230-21MCG
45-21 MCG
200-200-20
400-400-40
20 MG/ML
10 %
5 %
6 %
7 %
5 %
2.5 %
10 %
9.8 %
9.5 %
3000 (+/-)
4000 (+/-)
2000 (+/-)
1500 (+/-)
500 (+/-)
1000 (+/-)
250 (+/-)
2-30-200MG
200 MG
200 MG
200MG-30MG
200MG-30MG
200MG-30MG
800 MG
600 MG
400 MG
200 MG
100 MG/5ML
100 MG
200 MG
800 MG
600 MG
400 MG
200 MG
100 MG/5ML
100 MG
200 MG
200MG-38MG
200MG-25MG
10 %
1 MG/ML(1)
1 MG/ML(1)
12.5 MG
18.8 MG
9.4 MG
15.7 MG
6.3 MG
3.1 MG
194 MG
1 MG
0.5 MG
0.25 MG
10 MG
7.5 MG
0.75 MG
5 MG
2.5 MG
2 MG
3 MG
5 MG
1 MG
0.5 MG
0.25 MG
10 MG
7.5 MG
0.75 MG
5 MG
2.5 MG
2 MG
3 MG
5 MG
0.1-0.02MG
60MCG/.5ML
60MCG/.5ML
4 UNIT
8 UNIT(90)
4 UNIT(90)
12 UNIT
4-8-12(60)
8 UNIT
0.05 %
0.05 %
250 (+/-)
500 (+/-)
1000 (+/-)
2000 (+/-)
3000 (+/-)
1500 (+/-)
2500 (+/-)
1.5 MG
1.5 MG
5 MG/100ML
3.75 MG/15
12.5MG/250
5 MG/100ML
2.5 %-2.5%
2.5 %-2.5%
0.5 MG
1 MG
25 MG
140 MG/ML
70 MG/ML
113-14 MCG
232-14 MCG
55-14 MCG
113-14 MCG
232-14 MCG
55-14 MCG
225 MG/1.5
225 MG/1.5
500-10K/G
0.005 %
25 MG/5 ML
50MG/ML(1)
50 MG/10ML
50MG/ML(1)
3.5 %
300-0.5 MG
235-0.25MG
1 %
2 MG
3 %-0.5 %
2 %
10 MG
5 MG-120MG
5 MG-120MG
0.025 %
200 MG
25 %
5 %
5 %
25 %
5 %
5 %
25 %
25 %
5 %
25 %
5 %
2.5 MG/3ML
1.25MG/3ML
0.63MG/3ML
2.5 MG/0.5
2 MG/5 ML
5 MG/ML
4 MG
2 MG
4 MG
8 MG
90 MCG
0.5 %
0.05 %
0.05 %
50 MG-50MG
25 MG-25MG
25 MG
100 MG
50 MG
2.9 MG/5ML
150 MG
70 MG
35 MG
10 MG
5 MG
70 MG/75ML
25 MG
200 MG
1 %
550 MG
220 MG
275 MG
220MG-25MG
220-120MG
220-120MG
220-120MG
5MMUNIT/ML
10 MG
500 MG
100 MG
1000 MG
25 MG/ML
750 MG
100 MG/5ML
500 MG
60 MG
300 MG
150 MG
344-1050MG
500-1985MG
2 MG
0.5 MG
1 MG
2 MG
5 MG
180 MG
60 MG
60MG-120MG
180-240MG
180-240MG
4 MG
12 MG
55 MCG
60 MG
180 MG
180 MG
50 MCG
25 MG
50 MG
25 MG
10 MG
5 MG-120MG
10 MG
5 MG-120MG
100 MG
300 MG
200 MG
500 MG
50MG-325MG
50MG-300MG
25MG-325MG
50MG-300MG
400-400-40
12.5 MG
6.25 MG
4 %
4 %
4 %
2 %
0.5 %
0.5 %
25 MG
12.5 MG
6.25 MG
12.5-1000
12.5-500MG
25 MG-30MG
25 MG-45MG
25 MG-15MG
12.5-30 MG
12.5-15 MG
12.5-45 MG
0.1 %
5 MG
500 MG
0.5 MG
1 MG
0.1 %
0.15 %
250 (100)
500 (200)
1000 (400)
1500 (600)
2000 (800)
500 (+/-)
1000 (+/-)
1500 (+/-)
0.5 MG
1 MG
0.25 MG
2 MG
1 MG
0.5 MG
2 MG
3 MG
1 MG/ML
0.5 MG
0.25 MG
1 MG
2 MG
1 MG
0.5 MG
2 MG
3 MG
500 UNIT
1000 UNIT
2000 UNIT
3000 UNIT
250 UNIT
4000 UNIT
500 MCG/ML
0.2 %
1 %
0.5 %
10 MG
5 MG
2.5 MG
1.25 MG
5 %
5 %
0.15-0.03
0.05 %
20 MG
60 MG
40 MG
0.05 %
200-200-20
400-400-40
320 MG/5ML
30 MG
90 MG
180 MG
90MG-180MG
160 MCG
80 MCG
12 MG
1 MG-35MCG
7 DAYS X 3
25 MG/ML
20 MG
1 MG-0.5MG
0.5-0.1 MG
100 MG
100 MG
50 MG/5 ML
2 MG
4 MG
1 MG
10 MG
5 MG
3.5 MG
1.75 MG
12.5 MG
6.25 MG
50 MG
5 MG
10 MG
10 %
20 %
150-30(84)
90-20 MCG
250 MG/ML
500 MG
1000 MG
250 MG/ML
2 MG/ML
2 MG/ML
500 MG/2ML
1000MG/4ML
5 MG
5 MG-50 MG
1.5 %
250 MG/ML
500 MG
1000 MG
250 MG/ML
500MG/20ML
250MG/10ML
500MG/20ML
200 MG
400 MG
100 MG
50 MG/ML
150 MG/3ML
24MCG
8 MCG
25 MG
10 MG
50 MG
75 MG
100 MG
150 MG
5 MG
10 MG
2.5 MG
10 MG-20MG
5 MG-20 MG
10 MG-40MG
5 MG-10 MG
5 MG-40 MG
2.5MG-10MG
5 MG-10 MG
10 MG-20MG
5 MG-20 MG
10 MG-10MG
10 MG-40MG
10 MG-80MG
5 MG-40 MG
2.5MG-10MG
5 MG-80 MG
2.5MG-20MG
2.5MG-40MG
5 MG-40 MG
10 MG-40MG
5 MG-20 MG
10 MG-20MG
5 MG-160MG
10MG-320MG
10MG-160MG
5 MG-320MG
10-320-25
5-160-12.5
10MG-160MG
10-160-25
5-160-25MG
12 %
12 %
40 MG
20 MG
10 MG
100 MG/2ML
50 MG
100 MG
25 MG
150 MG
500 MG
250 MG
400 MG/5ML
250 MG/5ML
200 MG/5ML
125 MG/5ML
875 MG
500 MG
250 MG
125 MG
1000-62.5
200-28.5/5
600-42.9/5
400-57MG/5
250-62.5/5
875-125 MG
500-125 MG
250-125 MG
400-57MG
200-28.5MG
150 UNIT/1
1.25 MG/ML
10 MG
5 MG
50 MG
50 MG
2 G
1 G
500 MG
1 G
10 G
125 MG
2 G
250 MG
500 MG
250 MG
1.5 G
3 G
15 G
1.5 G
3 G
10 MG
15 MG
30 MG
12 MG/ML
25MG/0.5ML
4 %
2 %-2 %
400MG-32MG
50 MG
25 MG
75 MG
0.5 MG
1 MG
2.5 %-1 %
2.5 %-1 %
1 %-1 %
2.5-1%(4G)
550 MG
220 MG
275 MG
220 MG
0.125 MG
0.125 MG
0.125 MG
0.125MG/ML
125MCG/5ML
0.5 MG/ML
2.75%
1 MG
20 %
10 %
20 %
10 %
20%-3%-1 %
500 MG
250 MG
200 MG
2 MG/24 HR
4 MG/24 HR
20.25/1.25
12.5/1.25G
10 MG (2%)
50 MG (1%)
30MG/1.5ML
50 MG (1%)
25MG(1%)
2.5G-1.62%
1.25G-1.62
100 MG
200 MG
50 MG
5 %
3.5 %
4 %
5 %
4 %
5 %
3 %
4 %
5 %
20 MG/ML
100 MG/5ML
200MG/10ML
140 MG/7ML
0.05 %
0.05 %
0.5 MG-1MG
0.25-0.5MG
250 MG
250MG/50ML
250 MG
30 MG/ML
.15-.013MG
2.5 %-2.5%
2.5 %-2.5%
62.5-25MCG
160 MG
145 MG
48 MG
54 MG
40 MG
120 MG
134 MG
50 MG
200 MG
150 MG
67 MG
130 MG
43 MG
90 MG
30 MG
6000 UNIT
Not Applicable
50 MG
25 MG
25 MG
25 MG
4-7.5-15/5
6.12-325MG
8.16-325MG
4.08-325MG
0.05 %
500 MG
325 MG
160 MG/5ML
500MG/15ML
160 MG/5ML
650MG/20.3
325/10.15
120 MG
650 MG
160 MG/5ML
325/10.15
650MG/20.3
325 MG
500 MG
325 MG
160 MG
1000MG/100
160 MG/5ML
80 MG
160 MG
1000MG/100
500MG/50ML
100/ML
100/ML
348MG
522MG
174MG
5 T/0.1 ML
10 MG/ML
10 MG/ML
0.5 %
40 MG
80 MG
125 MG
125MG-80MG
600 MG/3ML
0.15-0.03
0.375G
500 MG
2.5 %-2.5%
2.5 %-2.5%
2.5MG-60MG
36 MG
54 MG
18 MG
27 MG
72 MG
45 MG
63 MG
20 MG
10 MG
20 MG
10 MG
30 MG
15 MG
60 MG
40 MG
50 MG
800 MG
600 MG
400 MG
200 MG
250 MG
100 MG/ML
10 %
10 %
400-15-10
1 %
15 %
40 %
2.5 %
1 %
0.5 %
2.5 %
1 %
0.5 %
2.5 %
1 %
10 MG
5 MG
20 MG
2.5 %
1 %
100MG/60ML
100 MG
1000 MG
500 MG
7-9-5
25 MCG/ML
60 MCG/ML
40 MCG/ML
100 MCG/ML
200 MCG/ML
40 MCG/0.4
10MCG/0.4
25MCG/0.42
500 MCG/ML
100MCG/0.5
60 MCG/0.3
150MCG/0.3
200MCG/0.4
300MCG/0.6
20 MG
10 MG
0.045 %
220 MG
1 MG
15MCG/2ML
100 MG/ML
50 MG/50ML
10 MG
5 MG
23 MG
590 MG/8.4
1 MG
5 MG
2 MG
10 MG
15 MG
20 MG
30 MG
1 MG/ML
10 MG
15 MG
882 MG/3.2
1064MG/3.9
441 MG/1.6
662 MG/2.4
675 MG/2.4
7.5MG/0.6
2.5 MG/0.5
10MG/0.8ML
5MG/0.4ML
250 MG
150 MG
200 MG
50 MG
232 MCG
113 MCG
55 MCG
60 MG
30 MG
90 MG
15 MG
120 MG
180 MG
240 MG
300 MG
100 MCG
200 MCG
50 MCG
25 MG
250MG/50ML
10 MG/10ML
12 MG/6 ML
15 %-83 %
1-0.2-0.2%
0.3%-1%
1 %
0.5%-0.6%
1.4 %
Not Applicable
0.1%-0.3%
15 %-83 %
Not Applicable
0.1%-0.3%
100 MG/5ML
1000 MG/50
1.2 G
800 MG
1000 MG
4 G/60 ML
4 G/60 ML
10 %
30-50-325
500 MG
500 MG/ML
Not Applicable
10 MG
5 MG
2.5 MG
150-30(84)
220MCG(60)
220MCG 120
220MCG(30)
110MCG(30)
220MCG(14)
100 MCG
200 MCG
50 MCG
3750/5 ML
10 %
4 %
4 %
10-6-3.1 %
325 MG
81 MG
325 MG
500 MG
300 MG
600 MG
850MG-65MG
81 MG
325 MG
650 MG
500 MG
81 MG
325 MG
650 MG
500 MG
25MG-200MG
81 MG-40MG
325MG-40MG
500 MG
1000 MG
1 MG
0.5 MG
5 MG
137 MCG
205.5 MCG
0.05 %
4 %
2.25 %
16 MG
8 MG
32 MG
4 MG
16-12.5MG
32-12.5MG
32MG-25MG
150 MG
200 MG
300 MG
35 MG
25 MG
50 MG
100 MG
50 MG-25MG
100MG-25MG
50 MG/ML
325 MG
1 %
1 %
2 %
1 %
2 %
2 %
1 %
40 MG
25 MG
80 MG
60 MG
100 MG
18 MG
10 MG
40 MG
20 MG
80 MG
10 MG
750 MG/5ML
250-100 MG
62.5-25 MG
10 MG/ML
0.05 %
0.025 %
0.1 %
0.025 %
0.05 %
0.01 %
10 MG
600-200MG
1 %
0.01 %
1 %
0.05 MG/ML
0.1 MG/ML
1 MG/2.5ML
0.8 MG/2ML
1.2 MG/3ML
0.4 MG/ML
1 MG/ML
0.5 MG
1 MG
2 MG
2 MG/ML
2 MG/ML
4 MG/ML
2 MG/ML
1MG/0.5ML
2 MG/ML
4 MG/ML
17MCG
14 MG
7 MG
0.1-0.02MG
0.1-0.02MG
125-31.25/
250-62.5/5
500-125 MG
875-125 MG
200-28.5/5
600-42.9/5
400-57MG/5
250-62.5/5
875-125 MG
500-125 MG
250-125 MG
400-57MG
200-28.5MG
1000-62.5
1.5-0.03MG
1MG-20MCG
1MG-20(24)
1.5-30(21)
1MG-20(21)
210MG IRON
6 MG
12 MG
9 MG
45MG-105MG
0.1MG/.1ML
0.3MG/0.3
0.15/0.15
150-12.5MG
300-12.5MG
150 MG
300 MG
75 MG
10-5%(W/W)
9.8%-4.8%
10%-5%-10%
9 %-4.5 %
9 %-4 %
10 %-2 %
8 %-4 %
9 %-4.25 %
10-5%(W/W)
10-5%(W/W)
10-5%(W/V)
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10 %-2 %
10 %-4 %
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10%-5%-10%
9 %-4.5 %
9 %-4 %
10 %-2 %
8 %-4 %
9 %-4.25 %
10-5%(W/W)
10-5%(W/W)
10-5%(W/V)
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10 %-2 %
10 %-4 %
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10%-5%-10%
9 %-4.5 %
9 %-4 %
10 %-2 %
8 %-4 %
9 %-4.25 %
10-5%(W/W)
10-5%(W/W)
10-5%(W/V)
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10 %-2 %
10 %-4 %
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10%-5%-10%
9 %-4.5 %
9 %-4 %
10 %-2 %
8 %-4 %
9 %-4.25 %
10-5%(W/W)
10-5%(W/W)
10-5%(W/V)
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10 %-2 %
10 %-4 %
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10%-5%-10%
9 %-4.5 %
9 %-4 %
10 %-2 %
8 %-4 %
9 %-4.25 %
10-5%(W/W)
10-5%(W/W)
10-5%(W/V)
9.8%-4.8%
10-5%(W/W)
9.8%-4.8%
10 %-2 %
10 %-4 %
9.8%-4.8%
25 MG/ML
750 MG/3ML
0.5 %
0.5 %
5 MG/ML
0.8MG/0.8
4 MG/0.8ML
400MG/.25L
0.1-0.02MG
100 MG
0.025 %
0.025 %
0.5 MG
30MCG/.5ML
30MCG/.5ML
30MCG/.5ML
30MCG/.5ML
100 MG
2.5 G
200 MG
5 MG
0.15-0.03
100 MG
200 MG
300 MG
25 MG
50 MG
100 MG
1 G
2 G
50 MG
100 MG
75 MG
1 %
50 MG
100 MG
75 MG
100 MG
30 MCI/2ML
337.5/22.5
15 %
137 MCG
205.5 MCG
0.05 %
137-50 MCG
20 %
1 MG
0.5 MG
250 MG
500 MG
600 MG
200 MG/5ML
100 MG/5ML
1 G
500 MG
500 MG
99.5 MG
95 MG
2 %
1 %
5 MG-40 MG
10 MG-40MG
5 MG-20 MG
10 MG-20MG
39.2-7.8MG
26.1-5.2MG
52.3-10.4
1 G
2 G
500 MG
21-5 (28)
Not Applicable
Not Applicable
0.4 MG
100 MG
1000 MCG
500 MCG
1000 MCG
500 MCG
5000 MCG
2500 MCG
5K-100 MCG
5000 MCG
3000 MCG
5K-100 MCG
2500 MCG
5000MCG/ML
3000MCG/ML
500 MCG
0.4 MG
100-2MG/ML
50 %
500 UNIT/G
500 UNIT/G
50000 UNIT
500 UNIT/G
500 UNIT/G
500-10K/G
500 UNIT/G
500 UNIT/G
50000 UNIT
10 MG
5 MG
20 MG
5 MG/5 ML
50 MCG/ML
10000/20ML
40000/20ML
20K MCG/20
0.13 %
800-160 MG
400MG-80MG
200-40MG/5
800-160/20
80-16MG/ML
800-160 MG
400MG-80MG
200-40MG/5
800-160/20
80-16MG/ML
95 MG
100 MG/ML
2-5-10MG/5
0.4 MG
0.4 MG
100 MG
0.4 MG
Not Applicable
Not Applicable
0.1-0.02MG
750 MG
Not Applicable
4 MG
3 MG
5 MG
0.4-0.035
700MG/20ML
25 MG
50 MG
25 MG
2 %-0.1 %
200 MG
400 MG
40 MG/ML
3 MG
0.5 MG
1 MG
5 MG/2 ML
10 MG/4 ML
100/ML (3)
100/ML (3)
200MG/10ML
450 MG
300 MG
500 MG
500-32.5MG
81 MG
325 MG
500 MG
300 MG
600 MG
850MG-65MG
250-250-65
500 MG
2 %
500-500 MG
50 MG
175MG/2 ML
42 MCG
300 MCG
150 MCG
75 MCG
600 MCG
750 MCG
450 MCG
900 MCG
500 MG
30-16.2 MG
60-16.2 MG
16.2 MG
25 MG/ML
10 MG
20 MG
15 MG
5 MG
25 MG
2 %-0.1 %
5 MG
20 MG
40 MG
10 MG
20-12.5 MG
20 MG-25MG
10-12.5MG
5-6.25MG
25 MG/ML
25 MG/ML
250 UNIT
500 UNIT
1000 UNIT
2000 UNIT
3000 UNIT
15%-10%
30%-10%-4%
20 MG
40 MG
5 MG
20-12.5 MG
40 MG-25MG
40-12.5 MG
200 MG/ML
120 MG
400 MG
200 MG/ML
6 %
26 %
27.5 %
3 %
6 %
6 %
6 %
6 %
6 %
6 %
6 %
20 MG
10 MG
10 MG/5 ML
10 MG/ML
10 MG/ML
3 %-5 %
5.3%
5.3%
5.2 %
9.8 %
6 %
5.8 %
7 %
6.12-325MG
8.16-325MG
4.08-325MG
100 MG
12.5 MG
100 MG
200 MG
150 MG
10 %
5 %
6 %
7 %
5 %
2.5 %
10 %
9.8 %
9.5 %
50 MG
1 MG
0.5 MG
2 MG
2 MG/2 ML
2 MG/2 ML
6MG/0.05ML
6MG/0.05ML
1.5 %
1.5 %
500(10 ML)
0.05 %
0.05 %
0.6 %
0.9 MG
500 MCG/ML
6 MG/ML
25000 UNIT
1 %
10 %
7.5 %
10 %
10 %
10 %
10 %
10 %
10 %
1G/SCOOP
0.05 %
0.05 %
0.05 %
0.05 %
0.05 %
0.05 %
0.05 %
6 MG/ML
0.1 %
0.1 %
0.12 %
0.1 %
80 MG
120 MG
160 MG
240 MG
80 MG
120 MG
160 MG
240 MG
3 %
4 %
0.3 MG
160 MG/5ML
0.5 %
10 MG
20 MG
5 MG
10 MG
25 MG
50 MG
0.3 %
300 MG/5ML
300 MG/4ML
0.5 %
0.25 %
0.25 %
9-4.8 MCG
75 MG
1 %
3-0.02(24)
3-0.03(21)
50 MG
1.2MM/2 ML
900-300/2
2.4MM/4ML
1.2MM/2 ML
600000/ML
100 MG
50 MG
300 MG
20-37.5MG
1 MG-100MG
50-200-25
30-120-15
600 MG
0.03 %
0.03 %
70 MG
2-5-10MG/5
100-10MG/5
1 MG
10 MG/ML
1-0.2-0.2%
0.3%-1%
1 %
0.5%-0.6%
1.4 %
Not Applicable
0.1%-0.3%
15 %-83 %
Not Applicable
0.1%-0.3%
200-15-30
50-5-15/5
0.1 MG/ML
0.5ML/DOSE
5 MG
10 MG
10MG/30ML
262 MG
262MG/15ML
525MG/15ML
262 MG
262 MG
262MG/15ML
5 MG
10 MG
5-6.25MG
10-6.25MG
2.5-6.25MG
250 MG
250MG/50ML
250 MG
10 %
4 %
100 MG
15 UNIT
30 UNIT
35 MCG
0.25 %
1 %
1MG-20(24)
1MG-20(21)
1.5-30(21)
5 MG/5 ML
3 MG/3 ML
4 MG/4 ML
2 MG/2 ML
0.5 MG/ML
1 MG/ML
4 %
4 %
20 %
20 %
25 MG
12.5 MG
25 MG
150 MG
3 MG/3 ML
3 MG/3 ML
20 MG-20MG
2.5-8-5/.5
2.5-8-5/.5
3.5 MG
1 MG
2.5 MG
3.5/1.4 ML
125 MG
62.5 MG
500 MG
100 MG
400 MG
200 UNIT
100 UNIT
50 UNIT
100 UNIT
16 %
40 %
16 %
10 %
10 %
5 %
10 %-1 %
10 %
5 %
6 %
7 %
5 %
2.5 %
10 %
9.8 %
9.5 %
Not Applicable
4 %
8 %
6 %
50 MG
75 MG
100-25MCG
200-25 MCG
50 MG/ML
100MG/10ML
500 MG
150 MG
70X 10EXP6
160-9-4.8
200 MG/2ML
500 MG/5ML
0.4-0.035
90 MG
60 MG
0.2 %
0.15 %
0.33 %
0.2%-0.5%
1 %
150 MG/6ML
100 MG
50 MG
75 MG
25 MG
10 MG
10 MG/ML
50 MG/5 ML
4MG-10MG
2-30-10/5
0.09 %
2.5 MG
5 MG
2-30-10/5
0.075 %
200-12.5MG
40 MG
25-400MG
300-15-10
15MCG/2ML
80 MG
0.01 %
6 MG/ML
Not Applicable
Not Applicable
0.5 MG/2ML
0.25MG/2ML
1 MG/2 ML
32 MCG
3 MG
3 MG
9 MG
160-4.5MCG
80-4.5 MCG
325 MG
0.9 %(1ML)
0.9 %(3ML)
0.9%(10ML)
325 MG
1 MG
2 MG
0.5 MG
0.25 MG/ML
50MG-300MG
500 MG
0.94 G/G
2.5 MG/ML
5 MG/ML
7.5 MG/ML
2.5 MG/ML
5 MG/ML
7.5 MG/ML
0.25-.0005
0.5-1:200K
0.5-1:200K
0.75 %
0.3 MG/ML
20 MCG/HR
5 MCG/HR
10 MCG/HR
15 MCG/HR
7.5 MCG/HR
8 MG
2 MG
750 MCG
450 MCG
75 MCG
300 MCG
900 MCG
150 MCG
600 MCG
0.3 MG/ML
0.3 MG/ML
8 MG-2 MG
2 MG-0.5MG
4MG-1MG
12 MG-3 MG
8 MG-2 MG
2 MG-0.5MG
75 MG
100 MG
150 MG
100 MG
200 MG
150 MG
150 MG
300 MG
450 MG
1 %
0.5 %
0.5 %
0.5 %
10 MG
5 MG
15 MG
7.5 MG
30 MG
60 MG/10ML
60 MG/10ML
50-325-30
50-300-30
50MG-325MG
50MG-300MG
25MG-325MG
50MG-300MG
50-325-40
50-300-40
50-325-40
50-325-40
50-325-40
1 %
10 MG/ML
2 MG/ML
1 MG/ML
20 MCG/HR
5 MCG/HR
10 MCG/HR
15 MCG/HR
7.5 MCG/HR
2MG/0.85ML
10MCG/0.04
5MCG/0.02
20 MG
200 MCG
600 MCG
400 MCG
1200 MCG
0.5MG/0.05
10 MG
5 MG
20 MG
2.5 MG
1000 MG
500 MG
1000 MG
1000 MG
500 MG
500 MG
5 MG
5 MG
600-900/3
400-600/2
0.5 MG
11 MG
20 MG
40 MG
60 MG
5 MG-10 MG
10 MG-20MG
5 MG-20 MG
10 MG-10MG
10 MG-40MG
10 MG-80MG
5 MG-40 MG
2.5MG-10MG
5 MG-80 MG
2.5MG-20MG
2.5MG-40MG
60 MG/3 ML
60 MG/3 ML
200 MG
250 MG/ML
60 MG/3 ML
60 MG/3 ML
200(500)MG
300MG(750)
400(1000)
260MG(650)
500 MG/5ML
260MG(648)
500(1250)
650 MG
800 MG/2 G
Not Applicable
1 %-8 %
1 %-0.1 %
1 %-8 %
1 %-8 %
Not Applicable
1 %-0.1 %
Not Applicable
1 %-0.1 %
1 %-8 %
1 %-8 %
240 MG
120 MG
180 MG
240 MG
120 MG
180 MG
250MG-6.25
200 MCG/ML
0.005 %
0.005 %
0.005 %
0.005 %
0.005-.064
0.005-.064
200/SPRAY
200/ML
0.25 MCG
0.5 MCG
1 MCG/ML
3 MCG/G
1 MCG/ML
600 MG
500(1250)
500(1250)
500 MG-2.5
500-100-40
250MG-12.5
250-3.125
500 MG-10
500-15 MCG
500MG-5MCG
500-3.125
500 MG-10
600 MG-10
600MG-5MCG
600 MG-20
600MG-12.5
600 MG-10
600MG-62.5
667 MG
667 MG
668 MG
200(500)MG
300MG(750)
400(1000)
320MG(750)
200(500)MG
300MG(750)
400(1000)
260MG(650)
500 MG/5ML
260MG(648)
500(1250)
650 MG
800 MG/2 G
100 MG/ML
100 MG/ML
315MG-6.25
315MG-5MCG
315MG-6.25
315MG-6.25
315MG-6.25
200MG-6.25
200-3.125
250MG-5MCG
315MG-5MCG
315MG-6.25
325MG-12.5
1000-10/30
200 MG/ML
60(650) MG
50 MG
100 MG/ML
1 G/50 ML
2 G/100 ML
1 G/100 ML
